,rating,name,salary,team,opp,exposure_min,exposure_max,projections_proj,projections_ceiling,projections_floor,projections_proj+/-,projections_pts/sal,projections_projown,projections_imppts,projections_leverage+/-,projections_leverage,trends_pro,trends_my,trends_bargain,trends_opp+/-,trends_snaps,vegas_pts,vegas_opppts,vegas_δ,vegas_spread,vegas_o/u,vegas_spread%,passingyear_comp,passingyear_att,passingyear_yards,passingyear_%,passingyear_y/a,passingyear_adjypa,passingyear_td,passingyear_long,passingyear_cay,passingyear_iay,passingyear_%rb,passingyear_%wr,passingyear_%te,passingyear_td%,passingyear_int%,passingyear_sack%,rushingyear_att,rushingyear_rushlong,rushingyear_yards,rushingyear_y/a,rushingyear_td,rushingyear_successrate,redzoneyear_opp,redzoneyear_opp10,redzoneyear_opp5,weather_temp,weather_humidity,weather_precip%,fantasymonth_ppg,fantasymonth_change,fantasymonth_fp/oppor,fantasymonth_fp/snap,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_change,fantasyyear_fp/oppor,fantasyyear_fp/snap,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,passingmonth_cay,passingmonth_iay,slate_id,pos,marketshareyear_rushtd,marketshareyear_rushyds,marketshareyear_snaps,receivingyear_tgts,receivingyear_receptions,receivingyear_yds,receivingyear_long,receivingyear_y/r,receivingyear_td,receivingyear_y/t,redzoneyear_td%,redzoneyear_succ%,marketshareyear_rectgts,marketshareyear_rectd,marketshareyear_recyds,receivingyear_tay,receivingyear_tay%,receivingmonth_tay,receivingmonth_tay%,projections_projsacks,defenseyear_int%,defenseyear_passsucc,defenseyear_rushsucc,defenseyear_sack%,defenseyear_takeaway%,defenseyear_td%allow,defenseyear_ypp,redzoneyear_snaps,redzoneyear_snaps10,redzoneyear_snaps5,Last Name_master,City Name_master,First Name_master,RylandID_master,Position,Name + ID,Name,Id,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,City,First Name,Last Name,RylandID
williams5400qbc,75.55,Caleb Williams,5400,CHI,DET,0,0,17.56,27.4,7.7,-0.58,3.3,4.05,18.14,-6,24,3,0,41,3.9,66,20,26.5,-6.5,6.5,46.5,60,21,33,215,63,6.5,5.28,1.3,31,101.9,267,0,0,0,3.9,1.2,11.1,4,11,29,6.2,0,53.9,4.94,1.47,0.71,0,0,0,14.3,-300,0,0,100,33,0,3,16.5,-1.3,-100,0.39,0.25,85,45,10,20,0,0,9.10.25,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,williams,caleb williams,c,williams5400qbc,QB,Caleb Williams (39971310),Caleb Williams,39971310,QB,5400,CHI@DET 09/14/2025 01:00PM ET,CHI,24.2,0,c,williams,williams5400qbc
williams5700wrj,56.07,Jameson Williams,5700,DET,CHI,0,0,10.97,15.5,6.4,-2.79,1.9,1.58,13.76,8,88,1,0,4,-3.3,55,26.5,20,4.5,-6.5,46.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.24,0.24,0,0,0,6.6,200,0,0,33,0,0,3,13.6,-0.4,200,2.06,0.25,59,27,18,22,0,0,9.10.25,WR,0,0,0,5,3,62,32,16.6,0.4,0,9.1,0,17.9,18.2,20.6,31.9,28.8,0,0,0,0,0,0,0,0,0,0,0,0,0,williams,jameson williams,j,williams5700wrj,WR,Jameson Williams (39971687),Jameson Williams,39971687,WR/FLEX,5700,CHI@DET 09/14/2025 01:00PM ET,DET,6.6,0,j,williams,williams5700wrj
williams5800rbj,78.66,Javonte Williams,5800,DAL,NYG,0,0,14.72,19,10.5,3.8,2.5,13.1,10.92,-5,50,7,0,59,0.3,34,24.8,19.8,4.8,-5,44.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,32,3.7,0.4,38.4,1.82,0.94,0.71,89,0.46,0,20.4,300,1.13,0.43,33,33,0,3,10.2,0.4,300,0.8,0.3,52,19,28,21,0,0,9.10.25,RB,46.2,28.2,53.5,4,3,20,11,6.7,0,0,21.4,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,williams,javonte williams,j,williams5800rbj,RB,Javonte Williams (39971401),Javonte Williams,39971401,RB/FLEX,5800,NYG@DAL 09/14/2025 01:00PM ET,DAL,20.4,0,j,williams,williams5800rbj
williams6300rbk,89.06,Kyren Williams,6300,LA,TEN,0,0,17.27,22.7,11.8,4.94,2.7,21.84,12.33,-4,53,8,0,96,2.7,54,23.5,18,-1.5,-5.5,41.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,83,4.2,0.9,42.3,4.59,2.18,1.29,85,0.45,0,13.9,-200,0,0,33,0,0,3,17.3,1.5,800,0.78,0.32,62,12,20,24,0,0,9.10.25,RB,92.9,78.2,86.4,2,2,11,7,5.7,0.1,0,20,44.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,williams,kyren williams,k,williams6300rbk,RB,Kyren Williams (39971391),Kyren Williams,39971391,RB/FLEX,6300,LAR@TEN 09/14/2025 01:00PM ET,LAR,13.9,0,k,williams,williams6300rbk
wilson3000wrr,47.38,Roman Wilson,3000,PIT,SEA,0,0,2.77,4.2,1.4,-3.65,0.9,0.1,6.42,-8,47,0,0,69,-1.4,7,21.3,18.3,0.3,-3,39.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0.45,0,9.2,0,0,0.92,33,0,0,3,6.8,0,-2500,0,0.97,4,0,4,24,0,0,9.10.25,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wilson,roman wilson,r,wilson3000wrr,WR,Roman Wilson (39971953),Roman Wilson,39971953,WR/FLEX,3000,SEA@PIT 09/14/2025 01:00PM ET,PIT,0,0,r,wilson,wilson3000wrr
wilson3700wrm,65.96,Michael Wilson,3700,ARI,CAR,0,0,6,8.6,3.4,-2.32,1.6,0.4,8.32,-6,52,3,0,81,-0.5,51,25.5,19,4.5,-6.5,44.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.24,0,94,0.18,0,1.5,-500,0,0,0,0,33,3,7.3,-2,-1800,1.56,0.14,57,14,23,21,0,0,9.10.25,WR,0,0,0,4,3,36,20,11.8,0.2,0,28.6,0,15,18.8,15.7,27.5,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,wilson,michael wilson,m,wilson3700wrm,WR,Michael Wilson (39971765),Michael Wilson,39971765,WR/FLEX,3700,CAR@ARI 09/14/2025 04:05PM ET,ARI,1.5,0,m,wilson,wilson3700wrm
wilson5100qbr,55.11,Russell Wilson,5100,NYG,DAL,0,0,14.92,24.4,5.4,-2.46,2.9,3.19,17.38,-6,24,0,0,34,-2.6,65,19.8,24.8,-4.7,5,44.5,48,19,30,225,63,7.4,6.47,1.5,37,123.6,242.5,0,0,0,5,1.7,9.1,3,8,14,3.6,0.2,44.2,4.12,2.06,1.06,89,0.46,0,7.2,100,0,0,33,0,33,3,15.3,-1.4,-400,0.41,0.24,60,34,8,23,0,0,9.10.25,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wilson,russell wilson,r,wilson5100qbr,QB,Russell Wilson (39971315),Russell Wilson,39971315,QB,5100,NYG@DAL 09/14/2025 01:00PM ET,NYG,11.12,0,r,wilson,wilson5100qbr
wilson6500wrg,76.56,Garrett Wilson,6500,NYJ,BUF,0,0,15.11,20.7,9.5,-0.83,2.3,9.04,15.94,6,85,7,0,26,1.6,61,20,26.5,2,6.5,46.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0.65,0.24,81,0.46,0,22.5,200,2.5,0.35,33,33,0,3,16.5,-0.3,1000,1.82,0.27,56,26,30,23,0,0,9.10.25,WR,0,0,0,8,6,67,22,11.2,0.5,0,23.8,0,26.1,26.7,28.3,35.7,31.4,78,50.9,0,0,0,0,0,0,0,0,0,0,0,wilson,garrett wilson,g,wilson6500wrg,WR,Garrett Wilson (39971667),Garrett Wilson,39971667,WR/FLEX,6500,BUF@NYJ 09/14/2025 01:00PM ET,NYJ,22.5,0,g,wilson,wilson6500wrg
worthy5700wrx,72.46,Xavier Worthy,5700,KC,PHI,0,0,12.32,18.4,6.2,-1.44,2.2,0.1,13.76,0,0,4,0,85,-2.2,42,22.5,24,0.5,1.5,46.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0.47,0.12,87,0.48,3,1.9,200,0.95,0.63,0,0,33,3,10.5,-2.2,200,1.54,0.25,56,24,28,25,0,0,9.10.25,WR,0,0,0,5,3,34,15,10.4,0.3,0,23.5,0,16.5,20,14.7,12.9,22.3,0,1.5,0,0,0,0,0,0,0,0,0,0,0,worthy,xavier worthy,x,worthy5700wrx,WR,Xavier Worthy (39971689),Xavier Worthy,39971689,WR/FLEX,5700,PHI@KC 09/14/2025 04:25PM ET,KC,0,0,x,worthy,worthy5700wrx
young5100qbb,66.4,Bryce Young,5100,CAR,ARI,0,0,15.02,24.3,5.8,-2.36,2.9,0.94,17.38,-2,47,1,0,41,-0.2,51,19,25.5,-6.5,6.5,44.5,72,17,27,172,62,6.3,5.59,1.2,32,102.2,229.7,0,0,0,4.4,1.9,6.6,3,10,18,6.1,0.4,51.3,3.88,1.35,0.71,94,0.18,0,5.7,-600,0,0,33,0,33,3,13.3,-0.3,-400,0.41,0.26,60,35,20,20,0,0,9.10.25,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,young,bryce young,b,young5100qbb,QB,Bryce Young (39971314),Bryce Young,39971314,QB,5100,CAR@ARI 09/14/2025 04:05PM ET,CAR,11.16,0,b,young,young5100qbb
zaccheaus3600wro,65.78,Olamide Zaccheaus,3600,CHI,DET,0,0,6.34,8.9,3.7,-1.71,1.8,0.74,8.05,-8,47,2,0,81,-0.8,29,20,26.5,-6.5,6.5,46.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.18,0.06,0,0,0,8.5,0,0,0,100,33,0,3,7.9,-0.4,-1900,2.03,0.27,78,21,4,23,0,0,9.10.25,WR,0,0,0,3,2,30,15,11.2,0.2,0,22.2,0,12.7,10.7,13.1,14.9,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,zaccheaus,olamide zaccheaus,o,zaccheaus3600wro,WR,Olamide Zaccheaus (39971773),Olamide Zaccheaus,39971773,WR/FLEX,3600,CHI@DET 09/14/2025 01:00PM ET,CHI,8.2,0,o,zaccheaus,zaccheaus3600wro
